,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold,value-5,value-10,value-15,value-20,yregr_test,regrpreds,dist,classpreds,classpreds_proba,misclassified,classpreds-5,classpreds-10,classpreds-15,classpreds-20,timepreds,timepreds-5,timepreds-10,timepreds-15,timepreds-20,dist20,dist15,dist10,dist5
4531,4.0,3.0,123,-23.6027056,-46.6384442,1446760,3,87.0,1,1374422.0,1302084.0,1229746.0,1157408.0,1446760,1445166.0,-1594.0,0,0.48078847,True,0,0,1,1,118.0293,118.0293,111.942566,105.70837,105.70837,-12.3209305,-12.3209305,-6.086731,0.0
1161,4.0,2.0,125,-23.607968600000003,-46.63231500000001,1139790,2,84.0,1,1082800.5,1025811.0,968821.5,911832.0,1139790,1187901.6,48111.625,1,0.52175146,False,1,1,1,1,99.42003,91.81504,91.81504,91.81504,73.99897,-25.421059,-7.604988,-7.604988,-7.604988
5261,2.0,1.0,54,-23.5769643,-46.6269831,452292,1,39.0,1,429677.39999999997,407062.8,384448.2,361833.60000000003,452292,505013.94,52721.9375,1,0.80764836,False,1,1,1,1,86.170784,86.170784,55.696106,61.734966,61.734966,-24.435818,-24.435818,-30.474678,0.0
8122,2.0,2.0,95,-23.5200238,-46.67589810000001,1113120,3,114.45918455551451,0,1057464.0,1001808.0,946152.0,890496.0,1113120,991759.75,-121360.25,1,0.7657861,True,1,1,1,1,91.61648,105.96197,106.753975,106.753975,104.0902,12.473724,15.137497,15.137497,14.3454895
1152,2.0,1.0,76,-23.5381779,-46.659244,817293,3,154.0,1,776428.35,735563.7000000001,694699.0499999999,653834.4,817293,742176.7,-75116.3125,0,0.30411926,True,0,0,0,0,115.471504,115.471504,104.35839,96.34161,96.88297,-18.588531,-19.12989,-11.113113,0.0
210,3.0,1.0,168,-23.5668589,-46.6609185,2051760,2,180.47663105171787,0,1949172.0,1846584.0,1743996.0,1641408.0,2051760,2244958.0,193198.0,0,0.21406351,False,0,0,0,0,113.1624,132.69257,132.69257,121.15293,93.158226,-20.004173,7.990532,19.530167,19.530167
6899,4.0,3.0,325,-23.5629867,-46.647655,2772280,3,34.0,1,2633666.0,2495052.0,2356438.0,2217824.0,2772280,3263506.2,491226.25,0,0.34770682,True,0,0,0,1,125.14165,125.14165,126.54419,94.83524,94.83524,-30.306404,-30.306404,1.4025421,0.0
5034,3.0,1.0,110,-23.565791,-46.63409220000001,930814,2,27.801980509841037,0,884273.2999999999,837732.6,791191.9,744651.2000000001,930814,841328.5,-89485.5,1,0.735297,True,1,1,1,1,113.46781,60.77425,66.119,66.119,66.119,-47.34881,-47.34881,-47.34881,-52.69356
545,1.0,1.0,42,-23.5521942,-46.6499031,562050,1,61.63827714568154,0,533947.5,505845.0,477742.5,449640.0,562050,455503.72,-106546.28125,1,0.5006799,True,1,1,1,1,111.58899,104.872986,101.09021,101.09021,99.04701,-12.541977,-10.498779,-10.498779,-6.7160034
1190,4.0,4.0,280,-23.6366667,-46.73,2107020,3,175.0,1,2001669.0,1896318.0,1790967.0,1685616.0,2107020,2146516.5,39496.5,0,0.314746,True,0,0,0,0,108.55309,81.32206,90.379005,94.31779,94.31779,-14.235306,-14.235306,-18.174088,-27.231033
95,2.0,1.0,86,-23.565948100000004,-46.65516470000001,1026950,3,34.0,1,975602.5,924255.0,872907.5,821560.0,1026950,904629.9,-122320.125,0,0.47717637,True,1,1,1,1,128.48535,128.48535,126.26883,116.02725,100.781395,-27.703957,-12.458099,-2.2165222,0.0
1255,3.0,1.0,300,-23.570433800000004,-46.6517183,4066240,2,51.625680037790715,0,3862928.0,3659616.0,3456304.0,3252992.0,4066240,3142662.5,-923577.5,0,0.06341873,False,0,0,0,0,156.46756,150.34229,164.0976,164.0976,149.62964,-6.837921,7.6300354,7.6300354,-6.1252747
573,1.0,1.0,96,-23.6176824,-46.6949631,1134980,2,186.08918740238602,0,1078231.0,1021482.0,964733.0,907984.0,1134980,1018788.6,-116191.375,0,0.2877563,False,0,0,0,0,121.19934,132.65173,132.65173,113.5937,110.82185,-10.377487,-7.605644,11.452393,11.452393
2118,3.0,2.0,116,-23.6073068,-46.63393789999999,1056320,2,14.0,1,1003504.0,950688.0,897872.0,845056.0,1056320,974765.0,-81555.0,1,0.733563,False,1,1,1,1,91.81504,91.81504,91.81504,61.041264,69.03179,-22.783249,-30.773777,0.0,0.0
8072,1.0,1.0,30,-23.556016,-46.651855,319303,3,47.0,1,303337.85,287372.7,271407.55,255442.40000000002,319303,320676.94,1373.9375,1,0.71806306,False,1,1,1,1,55.557407,55.557407,55.557407,55.557407,55.557407,0.0,0.0,0.0,0.0
7672,4.0,3.0,211,-23.5459735,-46.66096829999999,2244760,1,45.0,1,2132522.0,2020284.0,1908046.0,1795808.0,2244760,2523310.2,278550.25,1,0.61156625,False,1,1,1,1,113.89983,113.89983,108.45445,94.31543,82.77582,-31.124016,-19.584404,-5.445381,0.0
3522,4.0,2.0,200,-23.5880262,-46.6435937,2055840,1,48.724834588124025,0,1953048.0,1850256.0,1747464.0,1644672.0,2055840,1806009.8,-249830.25,1,0.55042315,True,1,1,1,1,130.76357,107.91204,101.40668,89.867065,76.89541,-53.868156,-40.8965,-29.356888,-22.851524
3027,4.0,3.0,208,-23.600422,-46.68031679999999,3113460,3,247.62996467151908,0,2957787.0,2802114.0,2646441.0,2490768.0,3113460,2838809.2,-274650.75,0,0.11810248,False,0,0,0,0,152.04163,169.30942,169.30942,169.70297,164.63315,12.591522,17.661346,17.267792,17.267792
8237,3.0,2.0,90,-23.598119600000004,-46.6328804,834250,2,201.2970718327392,0,792537.5,750825.0,709112.5,667400.0,834250,970154.9,135904.875,0,0.33906993,False,0,0,0,0,98.69587,98.69587,83.94985,82.10237,82.64374,-16.052132,-16.593498,-14.746017,0.0
4727,3.0,1.0,85,-23.6029762,-46.6765054,809119,1,20.0,1,768663.0499999999,728207.1,687751.15,647295.2000000001,809119,773787.44,-35331.5625,1,0.56302744,False,1,1,1,1,86.360756,80.391785,80.391785,78.544304,76.248436,-10.11232,-7.816452,-5.9689713,-5.9689713
7522,3.0,1.0,176,-23.5399369,-46.7177203,1970920,2,32.0,1,1872374.0,1773828.0,1675282.0,1576736.0,1970920,1745470.6,-225449.375,0,0.36856917,True,0,0,1,1,127.25285,127.25285,120.85537,120.85537,97.79476,-29.458092,-6.397484,-6.397484,0.0
7913,2.0,3.0,205,-23.614685,-46.6776814,2026240,3,208.26356203141555,0,1924928.0,1823616.0,1722304.0,1620992.0,2026240,2327207.8,300967.75,0,0.35464007,False,0,0,0,0,115.48642,107.37621,107.37621,106.77195,92.49818,-22.988243,-8.71447,-8.110207,-8.110207
534,3.0,2.0,115,-23.5686719,-46.6570134,1445710,3,136.6617730499864,0,1373424.5,1301139.0,1228853.5,1156568.0,1445710,1462716.8,17006.75,0,0.4573361,False,0,0,1,0,123.12873,123.12873,117.042,103.98592,103.98592,-19.142807,-19.142807,-6.086731,0.0
5187,3.0,2.0,105,-23.5800894,-46.6093088,811020,2,206.07603489237053,0,770469.0,729918.0,689367.0,648816.0,811020,919929.75,108909.75,0,0.49758568,False,0,0,0,0,82.27578,77.100075,77.100075,77.100075,77.64144,-4.6343384,-5.175705,-5.175705,-5.175705
7620,2.0,3.0,140,-23.5401269,-46.6795084,1409730,3,62.15527722780515,0,1339243.5,1268757.0,1198270.5,1127784.0,1409730,1627641.1,217911.125,1,0.6426592,True,1,1,1,1,116.705185,116.705185,99.81564,99.81564,88.16559,-28.539597,-16.889542,-16.889542,0.0
5712,3.0,2.0,130,-23.6117152,-46.6766331,1185350,3,62.0,1,1126082.5,1066815.0,1007547.5,948280.0,1185350,1282136.1,96786.125,1,0.66490185,False,1,1,1,1,99.27298,87.622925,82.65371,82.65371,82.65371,-16.61927,-16.61927,-16.61927,-11.650055
3897,2.0,2.0,53,-23.5945672,-46.7277993,326300,1,8.0,1,309985.0,293670.0,277355.0,261040.0,326300,592823.1,266523.125,1,0.7567388,False,1,1,1,1,33.305813,25.632423,25.632423,25.632423,25.632423,-7.6733894,-7.6733894,-7.6733894,-7.6733894
1584,3.0,3.0,167,-23.5814542,-46.6808745,2370400,1,9.0,1,2251880.0,2133360.0,2014840.0,1896320.0,2370400,2290731.0,-79669.0,1,0.5145299,False,1,1,1,1,142.04291,142.04291,142.04291,97.9563,97.9563,-44.08661,-44.08661,0.0,0.0
1655,3.0,2.0,153,-23.5611783,-46.5837348,922484,2,64.49049496417587,0,876359.7999999999,830235.6,784111.4,737987.2000000001,922484,1100978.6,178494.625,0,0.39534074,False,0,1,0,1,76.08522,66.879166,60.345123,60.345123,60.345123,-15.740097,-15.740097,-15.740097,-9.206055
17,2.0,1.0,58,-23.63904,-46.735637,371633,3,79.0,1,353051.35,334469.7,315888.05,297306.4,371633,406485.8,34852.8125,1,0.9022395,False,1,1,1,1,58.14081,58.14081,46.34372,50.3082,50.3082,-7.8326073,-7.8326073,-11.797089,0.0
5655,2.0,1.0,79,-23.5673272,-46.687077,781558,2,34.106071378023344,0,742480.1,703402.2000000001,664324.2999999999,625246.4,781558,751692.9,-29865.125,1,0.6522712,True,1,1,1,1,101.050865,89.93775,81.92099,79.62512,79.62512,-21.425743,-21.425743,-19.129875,-11.113113
6048,3.0,2.0,164,-23.534114,-46.676525700000006,1611150,2,251.7578225405445,0,1530592.5,1450035.0,1369477.5,1288920.0,1611150,1799300.5,188150.5,0,0.2919704,False,0,0,0,0,101.82693,101.82693,101.82693,101.82693,95.7402,-6.086731,0.0,0.0,0.0
7144,2.0,1.0,72,-23.5685124,-46.6308068,646795,1,29.15181089990831,0,614455.25,582115.5,549775.75,517436.0,646795,550375.0,-96420.0,1,0.7285806,True,1,1,1,1,107.32946,107.32946,91.734184,76.19372,51.887604,-55.441856,-31.135742,-15.595276,0.0
7483,2.0,1.0,63,-23.5619247,-46.6857172,780621,2,20.0,1,741589.95,702558.9,663527.85,624496.8,780621,674479.56,-106141.4375,0,0.48066276,True,1,1,1,1,129.53488,128.64746,120.6307,115.66545,104.58249,-24.952393,-13.869431,-8.904182,-0.88742065
140,2.0,1.0,57,-23.6240405,-46.6383954,494714,2,29.0,1,469978.3,445242.60000000003,420506.89999999997,395771.2,494714,457427.3,-37286.6875,1,0.73779756,False,1,1,1,1,82.25842,82.25842,70.13511,70.13511,50.23416,-32.02426,-12.123314,-12.123314,0.0
2147,3.0,2.0,86,-23.5945758,-46.6111696,901192,2,93.87096531600528,0,856132.3999999999,811072.8,766013.2,720953.6000000001,901192,681048.5,-220143.5,0,0.27406037,False,0,0,0,1,161.50522,155.15245,103.95,89.20398,112.19669,-49.308525,-72.30124,-57.55522,-6.352768
5656,4.0,2.0,143,-23.634376,-46.730646,1250220,1,28.0,1,1187709.0,1125198.0,1062687.0,1000176.0,1250220,1068727.1,-181492.875,1,0.58627623,False,1,1,1,1,102.79144,100.953125,89.30307,87.11432,87.11432,-15.677124,-15.677124,-13.488373,-1.8383179
4840,3.0,1.0,186,-23.5466753,-46.6546128,2101410,2,15.0,1,1996339.5,1891269.0,1786198.5,1681128.0,2101410,1653355.8,-448054.25,1,0.59737456,False,1,1,1,1,119.48128,130.27841,130.27841,118.7388,118.7388,-0.7424774,-0.7424774,10.797134,10.797134
6942,3.0,1.0,206,-23.4969251,-46.628676,1971370,1,325.77278055608775,0,1872801.5,1774233.0,1675664.5,1577096.0,1971370,1843776.8,-127593.25,0,0.04135729,False,0,0,0,0,117.21844,116.74189,105.20228,105.20228,121.348305,4.1298676,-12.016159,-12.016159,-0.47654724
6468,3.0,3.0,196,-23.5249979,-46.7309089,1847450,2,4.0,1,1755077.5,1662705.0,1570332.5,1477960.0,1847450,2155531.8,308081.75,1,0.65524805,False,1,1,1,1,164.75206,138.47108,128.84317,110.447815,110.447815,-54.304245,-54.304245,-35.90889,-26.280975
2411,2.0,1.0,66,-23.5382844,-46.670641,613886,2,139.0,1,583191.7,552497.4,521803.1,491108.80000000005,613886,650997.6,37111.625,1,0.56361645,False,1,1,1,1,99.94842,102.329346,97.24802,94.86453,94.86453,-5.083885,-5.083885,-2.7004013,2.380928
2088,3.0,2.0,95,-23.6046256,-46.6742853,1173140,1,159.93087940572812,0,1114483.0,1055826.0,997169.0,938512.0,1173140,1214463.4,41323.375,0,0.31292036,False,0,0,0,1,130.79147,114.24554,134.8797,115.82167,115.82167,-14.969803,-14.969803,4.0882263,-16.545937
156,2.0,1.0,62,-23.6436218,-46.634931,422841,2,42.133245255583795,0,401698.94999999995,380556.9,359414.85,338272.80000000005,422841,487312.1,64471.09375,0,0.47764653,False,1,1,1,1,65.186806,58.272324,53.94909,53.94909,51.126057,-14.060749,-11.237717,-11.237717,-6.914482
1850,4.0,2.0,96,-23.526575,-46.73904870000001,813498,3,345.6450896786467,0,772823.1,732148.2000000001,691473.2999999999,650798.4,813498,1014720.4,201222.375,0,0.07903739,False,0,0,0,0,112.237206,103.59282,103.59282,103.59282,101.29695,-10.940254,-8.644386,-8.644386,-8.644386
1937,4.0,2.0,249,-23.564859,-46.6484828,2198380,3,14.0,1,2088461.0,1978542.0,1868623.0,1758704.0,2198380,1765739.6,-432640.375,1,0.6730338,False,1,1,1,1,128.67564,128.67564,116.67487,110.16951,104.42313,-24.252518,-18.506134,-12.000771,0.0
510,3.0,1.0,93,-23.5988525,-46.6747084,850856,2,64.10753883334297,0,808313.2,765770.4,723227.6,680684.8,850856,962496.75,111640.75,0,0.48712307,False,0,0,0,1,90.65572,84.15274,78.18378,78.18378,70.21044,-20.445282,-12.471947,-12.471947,-6.502983
811,2.0,1.0,85,-23.5664775,-46.6545172,992135,1,15.847436934707876,0,942528.25,892921.5,843314.75,793708.0,992135,853959.06,-138175.9375,0,0.3732198,False,0,0,0,1,123.92537,123.92537,117.82003,92.36421,92.36421,-31.561157,-31.561157,-6.105339,0.0
7872,3.0,1.0,100,-23.5616824,-46.6655504,1467010,1,123.3616024516444,0,1393659.5,1320309.0,1246958.5,1173608.0,1467010,1226226.1,-240783.875,0,0.32578486,False,0,0,0,0,111.29834,111.29834,157.00533,87.60611,79.23198,-32.06636,-23.69223,45.706985,0.0
5216,4.0,4.0,278,-23.5475262,-46.6943004,3685170,3,26.35092202128245,0,3500911.5,3316653.0,3132394.5,2948136.0,3685170,3432261.2,-252908.75,0,0.08045503,False,0,0,0,0,154.10292,159.74869,159.74869,145.93457,165.66992,11.567001,-8.16835,5.645767,5.645767
6809,2.0,1.0,128,-23.565423000000006,-46.6541762,1278170,1,61.0,1,1214261.5,1150353.0,1086444.5,1022536.0,1278170,1476923.4,198753.375,1,0.59169525,False,1,1,1,1,111.726654,103.35253,103.35253,82.80668,82.80668,-28.919975,-28.919975,-8.374123,-8.374123
7733,3.0,1.0,110,-23.6167597,-46.6759388,934055,1,86.0,1,887352.25,840649.5,793946.75,747244.0,934055,962486.3,28431.3125,1,0.6942577,False,1,1,1,1,100.1696,69.39581,65.263756,65.263756,65.263756,-34.905846,-34.905846,-34.905846,-30.773788
7087,2.0,1.0,82,-23.539024,-46.682004,624219,1,82.0,1,593008.0499999999,561797.1,530586.15,499375.2,624219,771051.44,146832.4375,1,0.6304148,False,1,1,1,1,76.248436,71.572205,71.572205,47.385506,55.050808,-21.197628,-28.86293,-4.6762314,-4.6762314
5048,4.0,4.0,353,-23.6298378,-46.7216514,2533840,1,30.0,1,2407148.0,2280456.0,2153764.0,2027072.0,2533840,3291671.8,757831.75,0,0.28556603,True,0,0,0,1,136.13937,120.04295,113.03235,113.03235,78.61789,-57.521484,-23.107025,-23.107025,-16.09642
5996,3.0,1.0,120,-23.5460855,-46.6530436,1175570,3,208.81931727746186,0,1116791.5,1058013.0,999234.5,940456.0,1175570,1235135.6,59565.625,0,0.383178,False,0,0,0,0,118.03189,95.370834,83.80542,84.59743,84.59743,-33.434464,-33.434464,-34.22647,-22.661057
3628,1.0,1.0,47,-23.5996725,-46.6692759,854327,1,334.16139268936763,0,811610.6499999999,768894.3,726177.95,683461.6000000001,854327,762769.5,-91557.5,0,0.010783825,False,0,0,0,0,143.84476,133.72905,132.93579,126.44934,119.65954,-24.185219,-17.395416,-10.908966,-10.115707
4910,3.0,1.0,160,-23.536558,-46.655327,1733520,3,311.9991943639144,0,1646844.0,1560168.0,1473492.0,1386816.0,1733520,1567881.5,-165638.5,0,0.20438707,False,0,0,0,0,126.17987,136.67142,136.67142,136.67142,125.0801,-1.0997696,10.491547,10.491547,10.491547
697,2.0,2.0,121,-23.601446,-46.717651,1084740,3,43.01172385175969,0,1030503.0,976266.0,922029.0,867792.0,1084740,938203.4,-146536.625,1,0.62448895,True,1,1,1,1,106.39204,106.39204,106.39204,104.175514,83.608795,-22.783241,-2.2165222,0.0,0.0
54,2.0,1.0,118,-23.5745858,-46.6430151,1085030,3,27.0,1,1030778.5,976527.0,922275.5,868024.0,1085030,1025081.9,-59948.125,1,0.7678676,False,1,1,1,1,87.36665,87.36665,87.36665,85.15013,64.583405,-22.783249,-2.2165222,0.0,0.0
6917,4.0,2.0,260,-23.5680016,-46.66461760000001,3838750,3,337.6334535853455,0,3646812.5,3454875.0,3262937.5,3071000.0,3838750,3887514.0,48764.0,0,0.01163182,False,0,0,0,0,173.89764,155.52885,155.52885,151.27617,137.46205,-36.435593,-22.621475,-18.36879,-18.36879
3721,3.0,4.0,181,-23.605387300000004,-46.6743748,2287730,3,224.25325553119686,0,2173343.5,2058957.0,1944570.5,1830184.0,2287730,2514930.0,227200.0,0,0.12892184,False,0,0,0,0,132.46042,132.46042,132.46042,115.75137,115.75137,-16.709045,-16.709045,0.0,0.0
1472,3.0,1.0,56,-23.6070652,-46.6240383,402911,3,13.0,1,382765.44999999995,362619.9,342474.35,322328.80000000005,402911,426796.8,23885.8125,1,0.8344775,False,1,1,1,1,78.397316,50.875732,50.875732,51.97044,44.29705,-34.100266,-26.426876,-27.521584,-27.521584
7756,2.0,1.0,85,-23.5587794,-46.681517,1060420,3,56.38637474978685,0,1007399.0,954378.0,901357.0,848336.0,1060420,850143.7,-210276.3125,1,0.5491211,True,1,1,1,1,128.341,128.341,128.341,122.235664,97.423706,-30.917297,-6.105339,0.0,0.0
4977,4.0,4.0,305,-23.6366667,-46.73,2988850,2,64.07135837318856,0,2839407.5,2689965.0,2540522.5,2391080.0,2988850,2220554.5,-768295.5,0,0.20822167,False,0,0,0,0,183.1146,183.1146,174.9732,181.47562,139.78976,-43.32483,-1.638977,-8.141388,0.0
2378,1.0,1.0,98,-23.6069955,-46.69516,1278860,2,43.0,1,1214917.0,1150974.0,1087031.0,1023088.0,1278860,1168084.4,-110775.625,0,0.3264147,True,0,0,1,1,131.31801,122.94388,122.94388,129.53549,127.03212,-4.2858887,-1.7825165,-8.37413,-8.37413
2721,3.0,2.0,170,-23.4938109,-46.6260875,1023040,1,67.05601867367686,0,971888.0,920736.0,869584.0,818432.0,1023040,1240247.1,217207.125,1,0.67699105,True,1,1,1,1,61.306965,45.74007,52.11749,40.77357,30.244768,-31.062197,-20.533394,-9.189476,-15.566895
4093,3.0,1.0,60,-23.5288459,-46.688002,675595,3,299.179766370182,0,641815.25,608035.5,574255.75,540476.0,675595,571831.75,-103763.25,0,0.087384775,False,0,0,0,0,101.93084,108.44916,100.6044,100.6044,96.45896,-5.471878,-1.3264389,-1.3264389,6.518318
7504,3.0,1.0,110,-23.5444012,-46.6543537,1172600,2,291.9992003030544,0,1113970.0,1055340.0,996710.0,938080.0,1172600,1155850.1,-16749.875,0,0.109925024,False,0,0,0,0,111.20818,99.55813,87.992714,88.78472,88.78472,-22.423462,-22.423462,-23.21547,-11.650055
6896,2.0,1.0,63,-23.5716359,-46.6164866,589485,2,265.9858506029067,0,560010.75,530536.5,501062.25,471588.0,589485,616781.56,27296.5625,0,0.11563129,False,0,0,0,0,123.66746,123.66746,120.30013,105.86349,105.86349,-17.80397,-17.80397,-3.3673248,0.0
7110,4.0,4.0,385,-23.5319058,-46.7323597,3102280,1,116.68719282455451,0,2947166.0,2792052.0,2636938.0,2481824.0,3102280,3019302.8,-82977.25,0,0.26402208,False,0,0,0,0,102.637566,98.99023,98.99023,98.99023,92.391045,-10.246521,-3.6473389,-3.6473389,-3.6473389
5309,1.0,1.0,40,-23.5871374,-46.6713333,556298,1,148.94292557512475,0,528483.1,500668.2,472853.3,445038.4,556298,571362.75,15064.75,0,0.30913872,False,0,0,0,1,106.40929,99.69329,79.89987,79.89987,77.856674,-28.552612,-26.509415,-26.509415,-6.715996
6545,4.0,4.0,289,-23.6285663,-46.7340888,1512830,1,141.0,1,1437188.5,1361547.0,1285905.5,1210264.0,1512830,1976197.2,463367.25,1,0.5831662,False,1,1,1,1,95.48919,95.40437,95.40437,86.42436,86.42436,-9.064827,-9.064827,-0.08481598,-0.08481598
4554,1.0,1.0,34,-23.536632,-46.654898,297266,2,221.34307461544373,0,282402.7,267539.4,252676.1,237812.80000000002,297266,468814.5,171548.5,1,0.7286985,True,1,1,1,1,47.87726,47.87726,47.87726,47.87726,47.87726,0.0,0.0,0.0,0.0
4142,3.0,3.0,115,-23.5397888,-46.67808220000001,1330850,2,18.73039254625063,0,1264307.5,1197765.0,1131222.5,1064680.0,1330850,1125401.4,-205448.625,0,0.42547816,False,0,0,0,1,170.98813,92.4723,101.503365,101.503365,71.203476,-99.78465,-69.484764,-69.484764,-78.51583
6412,3.0,2.0,210,-23.5388943,-46.66128060000001,2041080,1,22.0,1,1939026.0,1836972.0,1734918.0,1632864.0,2041080,2163078.5,121998.5,1,0.6733597,False,1,1,1,1,123.971664,96.77063,96.29409,84.75448,62.995995,-60.97567,-39.217186,-27.677574,-27.201035
3690,4.0,5.0,340,-23.6132009,-46.7058211,2496130,1,1.0,1,2371323.5,2246517.0,2121710.5,1996904.0,2496130,3552434.8,1056304.75,1,0.8564116,False,1,1,1,1,116.565445,104.63225,97.62164,97.62164,91.66807,-24.897377,-18.943802,-18.943802,-11.933197
1640,4.0,3.0,331,-23.600088,-46.6686217,3332350,2,103.71107309870558,0,3165732.5,2999115.0,2832497.5,2665880.0,3332350,4064565.2,732215.25,0,0.33515376,False,0,0,0,0,124.80562,147.03053,101.5594,130.72682,104.31336,-20.492256,5.9212036,-23.246216,22.224915
3973,4.0,3.0,188,-23.5856344,-46.6746505,3578410,1,211.6277165038295,0,3399489.5,3220569.0,3041648.5,2862728.0,3578410,2858247.5,-720162.5,0,0.13547106,False,0,0,0,0,138.26749,134.01483,134.01483,152.77487,120.540184,-17.727303,14.507385,-4.252655,-4.252655
4579,3.0,1.0,94,-23.5338872,-46.6860614,584246,2,114.0,1,555033.7,525821.4,496609.1,467396.80000000005,584246,867421.4,283175.375,1,0.6311275,False,1,1,1,1,67.50772,56.51775,46.05032,42.56941,42.56941,-24.938313,-24.938313,-21.457401,-10.989971
7297,3.0,1.0,68,-23.540783,-46.7151159,704151,2,216.83027213524952,0,668943.45,633735.9,598528.35,563320.8,704151,748994.9,44843.875,0,0.2539772,False,0,0,0,1,135.73415,105.43976,94.356804,89.223404,89.223404,-46.510742,-46.510742,-41.377342,-30.294388
4684,3.0,1.0,175,-23.544312,-46.661003,1961120,1,13.758603492736947,0,1863064.0,1765008.0,1666952.0,1568896.0,1961120,1953215.8,-7904.25,1,0.6774539,True,1,1,1,1,111.22087,111.22087,99.68126,77.92277,77.92277,-33.298103,-33.298103,-11.539612,0.0
7141,4.0,2.0,156,-23.5553804,-46.7377458,1098580,1,192.0,1,1043651.0,988722.0,933793.0,878864.0,1098580,1724183.8,625603.75,0,0.3432942,True,0,0,0,0,69.79587,54.51754,69.141846,69.141846,59.935787,-9.860081,-0.6540222,-0.6540222,-15.278328
1869,1.0,2.0,124,-23.5525983,-46.6973418,1718540,1,63.1815131317652,0,1632613.0,1546686.0,1460759.0,1374832.0,1718540,1606933.5,-111606.5,0,0.36986098,False,0,1,1,1,162.15619,161.12738,153.69,138.76248,138.76248,-23.393707,-23.393707,-8.466187,-1.0288086
3318,3.0,2.0,119,-23.5362115,-46.6574517,1333560,2,313.8470969728748,0,1266882.0,1200204.0,1133526.0,1066848.0,1333560,1326276.1,-7283.875,0,0.05200749,False,0,0,0,0,147.47733,98.7332,107.76427,107.76427,77.46438,-70.01295,-39.71306,-39.71306,-48.744125
3374,3.0,1.0,158,-23.5728266,-46.6466835,1498530,3,220.88618943477314,0,1423603.5,1348677.0,1273750.5,1198824.0,1498530,1427883.0,-70647.0,0,0.40911463,False,0,0,0,0,110.81811,94.83802,94.83802,92.83952,92.83952,-17.978584,-17.978584,-15.980087,-15.980087
1346,4.0,3.0,692,-23.6206093,-46.7395826,4039000,1,265.9056624430554,0,3837050.0,3635100.0,3433150.0,3231200.0,4039000,4539521.5,500521.5,0,0.020168768,False,0,0,0,0,140.107,140.107,113.12309,113.12309,109.71867,-30.38832,-26.983902,-26.983902,0.0
7479,2.0,1.0,200,-23.566688100000004,-46.6671725,2806440,1,293.4441388892812,0,2666118.0,2525796.0,2385474.0,2245152.0,2806440,2768109.0,-38331.0,0,0.046050206,False,0,0,0,0,126.95394,126.95394,112.01683,108.91272,108.91272,-18.041222,-18.041222,-14.937111,0.0
1988,4.0,3.0,156,-23.5686717,-46.59468070000001,1052950,2,169.0,1,1000302.5,947655.0,895007.5,842360.0,1052950,1229031.8,176081.75,0,0.30400136,True,0,0,0,0,82.372086,66.80518,66.80518,55.98602,57.4425,-24.929585,-26.386066,-15.566902,-15.566902
5535,3.0,4.0,500,-23.5097595,-46.6507406,3707770,2,22.72651051882713,0,3522381.5,3336993.0,3151604.5,2966216.0,3707770,3695177.0,-12593.0,1,0.6135452,True,1,1,0,1,106.727005,101.14559,101.14559,107.01044,116.96521,10.238205,0.283432,-5.5814133,-5.5814133
3549,2.0,1.0,55,-23.6128092,-46.6193517,441590,2,21.0,1,419510.5,397431.0,375351.5,353272.0,441590,307531.5,-134058.5,1,0.6727547,False,1,1,1,1,86.170784,86.170784,88.64501,61.734966,61.734966,-24.435818,-24.435818,2.474228,0.0
3316,4.0,3.0,200,-23.4989837,-46.6419027,1891950,1,6.0,1,1797352.5,1702755.0,1608157.5,1513560.0,1891950,1545211.8,-346738.25,1,0.89071965,False,1,1,1,1,105.18165,93.64204,93.64204,85.316246,85.316246,-19.865402,-19.865402,-11.539612,-11.539612
1273,4.0,4.0,238,-23.6064711,-46.6902922,3243420,3,168.03553379545514,0,3081249.0,2919078.0,2756907.0,2594736.0,3243420,2542842.8,-700577.25,0,0.2672291,False,0,0,0,0,164.11346,150.29935,167.56714,153.3211,162.89087,-1.2225952,-10.792358,3.4536743,-13.814117
1042,3.0,3.0,180,-23.608214,-46.7049565,1353270,3,265.14351552277816,0,1285606.5,1217943.0,1150279.5,1082616.0,1353270,1278438.1,-74831.875,0,0.33834997,False,0,0,0,0,109.6191,86.16988,86.16988,86.16988,80.84827,-28.770836,-23.449219,-23.449219,-23.449219
3683,4.0,3.0,180,-23.621457,-46.73336629999999,835220,2,4.813510334553771,0,793459.0,751698.0,709937.0,668176.0,835220,1161092.2,325872.25,1,0.5917602,True,1,1,1,1,68.26316,68.26316,68.26316,68.26316,68.26316,0.0,0.0,0.0,0.0
6628,4.0,4.0,250,-23.5819625,-46.6827101,3500650,3,19.61764163267201,0,3325617.5,3150585.0,2975552.5,2800520.0,3500650,3317974.5,-182675.5,0,0.42291197,False,0,0,1,1,159.74869,159.74869,145.93457,163.20236,163.20236,3.4536743,3.4536743,-13.814117,0.0
577,3.0,2.0,155,-23.5607639,-46.6816284,1806340,3,226.05833294075802,0,1716023.0,1625706.0,1535389.0,1445072.0,1806340,1931520.2,125180.25,0,0.23436317,False,0,0,0,0,128.08951,125.955055,102.89445,102.89445,98.50568,-29.583832,-25.19506,-25.19506,-2.1344528
